,NUMERO EXPEDIENTE,DESCRIPCION CAUSA
55504,2016S003467    ,No hi ha causa mediata
55505,2016S003157    ,No hi ha causa mediata
55506,2016S010078    ,No hi ha causa mediata
55507,2016S001849    ,No hi ha causa mediata
55508,2016S004525    ,No hi ha causa mediata
55509,2016S004919    ,No hi ha causa mediata
55510,2016S001144    ,No hi ha causa mediata
55511,2016S006639    ,No hi ha causa mediata
55512,2016S002816    ,No hi ha causa mediata
55513,2016S000871    ,No hi ha causa mediata
55514,2016S000287    ,No hi ha causa mediata
55515,2016S001986    ,No hi ha causa mediata
55516,2016S001083    ,No hi ha causa mediata
55517,2016S009966    ,No hi ha causa mediata
55518,2016S008825    ,No hi ha causa mediata
55519,2016S004795    ,No hi ha causa mediata
55520,2016S000916    ,No hi ha causa mediata
55521,2016S003926    ,Alcoholèmia
55522,2016S006862    ,No hi ha causa mediata
55523,2016S007431    ,No hi ha causa mediata
55524,2016S004003    ,No hi ha causa mediata
55525,2016S004511    ,No hi ha causa mediata
55526,2016S002360    ,No hi ha causa mediata
55527,2016S003810    ,No hi ha causa mediata
55528,2016S008536    ,No hi ha causa mediata
55529,2016S005001    ,No hi ha causa mediata
55530,2016S009929    ,No hi ha causa mediata
55531,2016S006905    ,No hi ha causa mediata
55532,2016S006931    ,No hi ha causa mediata
55533,2016S003785    ,No hi ha causa mediata
55534,2016S008489    ,No hi ha causa mediata
55535,2016S006579    ,No hi ha causa mediata
55536,2016S005478    ,No hi ha causa mediata
55537,2016S009959    ,No hi ha causa mediata
55538,2016S002468    ,No hi ha causa mediata
55539,2016S006184    ,No hi ha causa mediata
55540,2016S008869    ,No hi ha causa mediata
55541,2016S009377    ,No hi ha causa mediata
55542,2016S005984    ,Alcoholèmia
55543,2016S009687    ,No hi ha causa mediata
55544,2016S009112    ,Calçada en mal estat
55545,2016S000059    ,No hi ha causa mediata
55546,2016S000615    ,No hi ha causa mediata
55547,2016S005390    ,No hi ha causa mediata
55548,2016S000582    ,No hi ha causa mediata
55549,2016S005567    ,No hi ha causa mediata
55550,2016S004019    ,No hi ha causa mediata
55551,2016S001626    ,No hi ha causa mediata
55552,2016S000028    ,No hi ha causa mediata
55553,2016S006540    ,No hi ha causa mediata
55554,2016S005290    ,No hi ha causa mediata
55555,2016S003872    ,No hi ha causa mediata
55556,2016S002720    ,No hi ha causa mediata
55557,2016S001672    ,No hi ha causa mediata
55558,2016S008880    ,No hi ha causa mediata
55559,2016S005084    ,No hi ha causa mediata
55560,2016S007598    ,No hi ha causa mediata
55561,2016S006562    ,No hi ha causa mediata
55562,2016S001698    ,No hi ha causa mediata
55563,2016S008452    ,No hi ha causa mediata
55564,2016S004233    ,Alcoholèmia
55565,2016S001497    ,No hi ha causa mediata
55566,2016S004948    ,No hi ha causa mediata
55567,2016S007694    ,No hi ha causa mediata
55568,2016S008996    ,No hi ha causa mediata
55569,2016S003634    ,No hi ha causa mediata
55570,2016S004894    ,No hi ha causa mediata
55571,2016S002043    ,No hi ha causa mediata
55572,2016S004902    ,No hi ha causa mediata
55573,2016S003978    ,No hi ha causa mediata
55574,2016S008285    ,No hi ha causa mediata
55575,2016S006621    ,No hi ha causa mediata
55576,2016S003132    ,No hi ha causa mediata
55577,2016S004020    ,No hi ha causa mediata
55578,2016S001909    ,No hi ha causa mediata
55579,2016S005000    ,No hi ha causa mediata
55580,2016S002172    ,No hi ha causa mediata
55581,2016S000552    ,No hi ha causa mediata
55582,2016S009948    ,Alcoholèmia
55583,2016S005604    ,No hi ha causa mediata
55584,2016S009649    ,No hi ha causa mediata
55585,2016S004303    ,No hi ha causa mediata
55586,2016S000252    ,No hi ha causa mediata
55587,2016S004897    ,No hi ha causa mediata
55588,2016S006581    ,No hi ha causa mediata
55589,2016S003689    ,No hi ha causa mediata
55590,2016S001176    ,No hi ha causa mediata
55591,2016S007717    ,No hi ha causa mediata
55592,2016S008857    ,No hi ha causa mediata
55593,2016S004704    ,No hi ha causa mediata
55594,2016S006527    ,No hi ha causa mediata
55595,2016S005420    ,No hi ha causa mediata
55596,2016S003246    ,No hi ha causa mediata
55597,2016S008073    ,No hi ha causa mediata
55598,2016S005109    ,No hi ha causa mediata
55599,2016S000716    ,No hi ha causa mediata
55600,2016S007199    ,No hi ha causa mediata
55601,2016S005552    ,No hi ha causa mediata
55602,2016S006566    ,No hi ha causa mediata
55603,2016S004933    ,No hi ha causa mediata
55604,2016S006632    ,No hi ha causa mediata
55605,2016S008639    ,No hi ha causa mediata
55606,2016S009222    ,No hi ha causa mediata
55607,2016S007961    ,No hi ha causa mediata
55608,2016S010058    ,No hi ha causa mediata
55609,2016S000255    ,No hi ha causa mediata
55610,2016S009626    ,No hi ha causa mediata
55611,2016S006439    ,No hi ha causa mediata
55612,2016S004672    ,No hi ha causa mediata
55613,2016S002062    ,No hi ha causa mediata
55614,2016S007877    ,Alcoholèmia
55615,2016S007374    ,No hi ha causa mediata
55616,2016S002841    ,No hi ha causa mediata
55617,2016S006484    ,Alcoholèmia
55618,2016S009700    ,Alcoholèmia
55619,2016S001465    ,No hi ha causa mediata
55620,2016S004042    ,No hi ha causa mediata
55621,2016S009799    ,No hi ha causa mediata
55622,2016S007363    ,No hi ha causa mediata
55623,2016S003881    ,No hi ha causa mediata
55624,2016S006356    ,No hi ha causa mediata
55625,2016S001499    ,No hi ha causa mediata
55626,2016S007984    ,No hi ha causa mediata
55627,2016S006230    ,No hi ha causa mediata
55628,2016S005339    ,No hi ha causa mediata
55629,2016S006227    ,Calçada en mal estat
55630,2016S005565    ,No hi ha causa mediata
55631,2016S005670    ,No hi ha causa mediata
55632,2016S008096    ,No hi ha causa mediata
55633,2016S001028    ,No hi ha causa mediata
55634,2016S008689    ,No hi ha causa mediata
55635,2016S008792    ,No hi ha causa mediata
55636,2016S000908    ,No hi ha causa mediata
55637,2016S004571    ,No hi ha causa mediata
55638,2016S008459    ,No hi ha causa mediata
55639,2016S007466    ,No hi ha causa mediata
55640,2016S003808    ,No hi ha causa mediata
55641,2016S000435    ,No hi ha causa mediata
55642,2016S003864    ,No hi ha causa mediata
55643,2016S001951    ,No hi ha causa mediata
55644,2016S005149    ,No hi ha causa mediata
55645,2016S005744    ,No hi ha causa mediata
55646,2016S009586    ,No hi ha causa mediata
55647,2016S005234    ,No hi ha causa mediata
55648,2016S004077    ,No hi ha causa mediata
55649,2016S006900    ,No hi ha causa mediata
55650,2016S004773    ,No hi ha causa mediata
55651,2016S002436    ,No hi ha causa mediata
55652,2016S004930    ,No hi ha causa mediata
55653,2016S004363    ,No hi ha causa mediata
55654,2016S008581    ,No hi ha causa mediata
55655,2016S005093    ,No hi ha causa mediata
55656,2016S006145    ,No hi ha causa mediata
55657,2016S003784    ,No hi ha causa mediata
55658,2016S002546    ,No hi ha causa mediata
55659,2016S005995    ,No hi ha causa mediata
55660,2016S006717    ,No hi ha causa mediata
55661,2016S007514    ,No hi ha causa mediata
55662,2016S009756    ,No hi ha causa mediata
55663,2016S000776    ,Calçada en mal estat
55664,2016S000775    ,Calçada en mal estat
55665,2016S002528    ,No hi ha causa mediata
55666,2016S006463    ,No hi ha causa mediata
55667,2016S009102    ,No hi ha causa mediata
55668,2016S001702    ,No hi ha causa mediata
55669,2016S002697    ,No hi ha causa mediata
55670,2016S002555    ,No hi ha causa mediata
55671,2016S005091    ,No hi ha causa mediata
55672,2016S009056    ,No hi ha causa mediata
55673,2016S003779    ,No hi ha causa mediata
55674,2016S000250    ,No hi ha causa mediata
55675,2016S005521    ,No hi ha causa mediata
55676,2016S003711    ,No hi ha causa mediata
55677,2016S000174    ,No hi ha causa mediata
55678,2016S004991    ,No hi ha causa mediata
55679,2016S005449    ,No hi ha causa mediata
55680,2016S009581    ,No hi ha causa mediata
55681,2016S004337    ,No hi ha causa mediata
55682,2016S004657    ,No hi ha causa mediata
55683,2016S004387    ,No hi ha causa mediata
55684,2016S003043    ,No hi ha causa mediata
55685,2016S000277    ,No hi ha causa mediata
55686,2016S007912    ,No hi ha causa mediata
55687,2016S010071    ,No hi ha causa mediata
55688,2016S005316    ,No hi ha causa mediata
55689,2016S005921    ,No hi ha causa mediata
55690,2016S004350    ,No hi ha causa mediata
55691,2016S002013    ,No hi ha causa mediata
55692,2016S000646    ,No hi ha causa mediata
55693,2016S009994    ,No hi ha causa mediata
55694,2016S005002    ,No hi ha causa mediata
55695,2016S002080    ,No hi ha causa mediata
55696,2016S008855    ,No hi ha causa mediata
55697,2016S001862    ,No hi ha causa mediata
55698,2016S009764    ,No hi ha causa mediata
55699,2016S005929    ,No hi ha causa mediata
55700,2016S008421    ,No hi ha causa mediata
55701,2016S002627    ,No hi ha causa mediata
55702,2016S001158    ,No hi ha causa mediata
55703,2016S006881    ,No hi ha causa mediata
55704,2016S002173    ,No hi ha causa mediata
55705,2016S008298    ,No hi ha causa mediata
55706,2016S006522    ,No hi ha causa mediata
55707,2016S003088    ,No hi ha causa mediata
55708,2016S009215    ,No hi ha causa mediata
55709,2016S007508    ,No hi ha causa mediata
55710,2016S007250    ,No hi ha causa mediata
55711,2016S006249    ,No hi ha causa mediata
55712,2016S001302    ,No hi ha causa mediata
55713,2016S002127    ,No hi ha causa mediata
55714,2016S005851    ,No hi ha causa mediata
55715,2016S007707    ,No hi ha causa mediata
55716,2016S001112    ,No hi ha causa mediata
55717,2016S002348    ,Alcoholèmia
55718,2016S007120    ,No hi ha causa mediata
55719,2016S000852    ,Alcoholèmia
55720,2016S000897    ,No hi ha causa mediata
55721,2016S005104    ,No hi ha causa mediata
55722,2016S004458    ,No hi ha causa mediata
55723,2016S007794    ,No hi ha causa mediata
55724,2016S003182    ,No hi ha causa mediata
55725,2016S000922    ,No hi ha causa mediata
55726,2016S010094    ,No hi ha causa mediata
55727,2016S006267    ,No hi ha causa mediata
55728,2016S001695    ,No hi ha causa mediata
55729,2016S000091    ,No hi ha causa mediata
55730,2016S008624    ,No hi ha causa mediata
55731,2016S005399    ,Alcoholèmia
55732,2016S000279    ,No hi ha causa mediata
55733,2016S006810    ,No hi ha causa mediata
55734,2016S008238    ,No hi ha causa mediata
55735,2016S004643    ,No hi ha causa mediata
55736,2016S002285    ,No hi ha causa mediata
55737,2016S007056    ,No hi ha causa mediata
55738,2016S007284    ,No hi ha causa mediata
55739,2016S005751    ,No hi ha causa mediata
55740,2016S001040    ,No hi ha causa mediata
55741,2016S002373    ,No hi ha causa mediata
55742,2016S002278    ,No hi ha causa mediata
55743,2016S008702    ,No hi ha causa mediata
55744,2016S007433    ,No hi ha causa mediata
55745,2016S001922    ,No hi ha causa mediata
55746,2016S004960    ,No hi ha causa mediata
55747,2016S004174    ,No hi ha causa mediata
55748,2016S005330    ,No hi ha causa mediata
55749,2016S006653    ,No hi ha causa mediata
55750,2016S002439    ,No hi ha causa mediata
55751,2016S008704    ,No hi ha causa mediata
55752,2016S007343    ,No hi ha causa mediata
55753,2016S008113    ,No hi ha causa mediata
55754,2016S004680    ,No hi ha causa mediata
55755,2016S004677    ,No hi ha causa mediata
55756,2016S009490    ,No hi ha causa mediata
55757,2016S006312    ,No hi ha causa mediata
55758,2016S000823    ,No hi ha causa mediata
55759,2016S007377    ,No hi ha causa mediata
55760,2016S000621    ,No hi ha causa mediata
55761,2016S000610    ,No hi ha causa mediata
55762,2016S000859    ,No hi ha causa mediata
55763,2016S003903    ,No hi ha causa mediata
55764,2016S005854    ,No hi ha causa mediata
55765,2016S009328    ,No hi ha causa mediata
55766,2016S006429    ,No hi ha causa mediata
55767,2016S009369    ,No hi ha causa mediata
55768,2016S001729    ,No hi ha causa mediata
55769,2016S003866    ,No hi ha causa mediata
55770,2016S008680    ,No hi ha causa mediata
55771,2016S007386    ,No hi ha causa mediata
55772,2016S008353    ,No hi ha causa mediata
55773,2016S009130    ,No hi ha causa mediata
55774,2016S003746    ,Alcoholèmia
55775,2016S005231    ,No hi ha causa mediata
55776,2016S005482    ,No hi ha causa mediata
55777,2016S005319    ,No hi ha causa mediata
55778,2016S009313    ,No hi ha causa mediata
55779,2016S009194    ,No hi ha causa mediata
55780,2016S001349    ,No hi ha causa mediata
55781,2016S007525    ,No hi ha causa mediata
55782,2016S004017    ,No hi ha causa mediata
55783,2016S009474    ,No hi ha causa mediata
55784,2016S006772    ,No hi ha causa mediata
55785,2016S005776    ,No hi ha causa mediata
55786,2016S008936    ,No hi ha causa mediata
55787,2016S006098    ,No hi ha causa mediata
55788,2016S005695    ,No hi ha causa mediata
55789,2016S002551    ,No hi ha causa mediata
55790,2016S002779    ,No hi ha causa mediata
55791,2016S007335    ,No hi ha causa mediata
55792,2016S008570    ,No hi ha causa mediata
55793,2016S004448    ,No hi ha causa mediata
55794,2016S003312    ,No hi ha causa mediata
55795,2016S006622    ,No hi ha causa mediata
55796,2016S003264    ,No hi ha causa mediata
55797,2016S008623    ,No hi ha causa mediata
55798,2016S003418    ,No hi ha causa mediata
55799,2016S007530    ,No hi ha causa mediata
55800,2016S000742    ,No hi ha causa mediata
55801,2016S002927    ,No hi ha causa mediata
55802,2016S005060    ,No hi ha causa mediata
55803,2016S008849    ,No hi ha causa mediata
55804,2016S008491    ,No hi ha causa mediata
55805,2016S008665    ,No hi ha causa mediata
55806,2016S005172    ,No hi ha causa mediata
55807,2016S001464    ,No hi ha causa mediata
55808,2016S002898    ,No hi ha causa mediata
55809,2016S001037    ,No hi ha causa mediata
55810,2016S005079    ,No hi ha causa mediata
55811,2016S002657    ,No hi ha causa mediata
55812,2016S002575    ,No hi ha causa mediata
55813,2016S001146    ,No hi ha causa mediata
55814,2016S008575    ,No hi ha causa mediata
55815,2016S005222    ,No hi ha causa mediata
55816,2016S004223    ,No hi ha causa mediata
55817,2016S006938    ,Excés de velocitat o inadequada
55818,2016S001693    ,No hi ha causa mediata
55819,2016S002566    ,No hi ha causa mediata
55820,2016S003572    ,No hi ha causa mediata
55821,2016S001337    ,No hi ha causa mediata
55822,2016S008866    ,No hi ha causa mediata
55823,2016S004049    ,No hi ha causa mediata
55824,2016S003848    ,No hi ha causa mediata
55825,2016S001039    ,No hi ha causa mediata
55826,2016S005101    ,No hi ha causa mediata
55827,2016S008428    ,No hi ha causa mediata
55828,2016S002174    ,No hi ha causa mediata
55829,2016S004380    ,Alcoholèmia
55830,2016S003599    ,No hi ha causa mediata
55831,2016S009873    ,No hi ha causa mediata
55832,2016S001167    ,No hi ha causa mediata
55833,2016S009427    ,No hi ha causa mediata
55834,2016S005841    ,No hi ha causa mediata
55835,2016S004093    ,Alcoholèmia
55836,2016S001655    ,No hi ha causa mediata
55837,2016S001295    ,No hi ha causa mediata
55838,2016S000831    ,No hi ha causa mediata
55839,2016S005618    ,No hi ha causa mediata
55840,2016S000759    ,No hi ha causa mediata
55841,2016S003397    ,No hi ha causa mediata
55842,2016S008894    ,No hi ha causa mediata
55843,2016S004268    ,No hi ha causa mediata
55844,2016S005391    ,No hi ha causa mediata
55845,2016S003361    ,No hi ha causa mediata
55846,2016S009266    ,No hi ha causa mediata
55847,2016S003458    ,No hi ha causa mediata
55848,2016S004234    ,No hi ha causa mediata
55849,2016S001752    ,No hi ha causa mediata
55850,2016S005499    ,No hi ha causa mediata
55851,2016S004182    ,No hi ha causa mediata
55852,2016S008085    ,No hi ha causa mediata
55853,2016S010116    ,No hi ha causa mediata
55854,2016S004453    ,No hi ha causa mediata
55855,2016S007207    ,No hi ha causa mediata
55856,2016S000054    ,Calçada en mal estat
55857,2016S009418    ,No hi ha causa mediata
55858,2016S006515    ,No hi ha causa mediata
55859,2016S003618    ,No hi ha causa mediata
55860,2016S009918    ,No hi ha causa mediata
55861,2016S010000    ,No hi ha causa mediata
55862,2016S008409    ,No hi ha causa mediata
55863,2016S001107    ,No hi ha causa mediata
55864,2016S008531    ,No hi ha causa mediata
55865,2016S010061    ,No hi ha causa mediata
55866,2016S008178    ,No hi ha causa mediata
55867,2016S005800    ,No hi ha causa mediata
55868,2016S009140    ,No hi ha causa mediata
55869,2016S007537    ,Estat de la senyalització
55870,2016S009544    ,No hi ha causa mediata
55871,2016S003571    ,No hi ha causa mediata
55872,2016S007438    ,No hi ha causa mediata
55873,2016S002401    ,No hi ha causa mediata
55874,2016S000806    ,No hi ha causa mediata
55875,2016S004968    ,No hi ha causa mediata
